City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,kovalam,8.3667,76.9967,28.05,69,75,1.03,IN,1736874564
296,nuriootpa,-34.4833,139.0,21.63,52,100,2.52,AU,1736874565
297,palmer,42.1584,-72.3287,-0.38,37,75,7.72,US,1736874566
298,sao gabriel da cachoeira,-0.1303,-67.0892,27.46,90,95,2.05,BR,1736874568
299,nueve de julio,-35.4444,-60.8831,38.25,11,6,4.59,AR,1736874569
300,guarapari,-20.6667,-40.4975,24.29,84,100,2.69,BR,1736874571
301,fuyang,32.9,115.8167,0.32,28,41,2.98,CN,1736874572
302,copala,16.65,-98.9833,27.81,57,2,1.88,MX,1736874573
303,laem sing,12.4816,102.0738,23.34,57,89,3.58,TH,1736874575
304,maitum,6.0392,124.4986,25.83,79,100,1.1,PH,1736874576
305,porteirinha,-15.7433,-43.0283,23.15,90,100,2.82,BR,1736874577
306,zambezi,-13.5432,23.1047,20.95,88,100,1.65,ZM,1736874578
307,puerto baquerizo moreno,-0.9,-89.6,27.55,74,75,5.66,EC,1736874580
308,ancud,-41.8697,-73.8203,15.38,59,68,3.27,CL,1736874582
309,alofi,-19.0595,-169.9187,22.94,88,100,2.06,NU,1736874583
310,sinnar,13.5691,33.5672,27.44,19,30,4.49,SD,1736874586
311,mocorito,25.4833,-107.9167,23.25,31,5,0.2,MX,1736874587
312,winnemucca,40.973,-117.7357,-5.97,79,0,0.0,US,1736874590
313,rio grande,-32.035,-52.0986,25.07,66,86,7.4,BR,1736874331
314,stephenville,32.2207,-98.2023,9.58,49,0,3.09,US,1736874389
315,kayes,14.0,-11.0,33.41,11,100,2.3,ML,1736874594
316,qui nhon,13.7667,109.2333,21.04,90,100,4.67,VN,1736874596
317,antsiranana,-12.2787,49.2917,25.63,80,96,2.31,MG,1736874597
318,aydincik,36.1437,33.3202,15.81,79,75,3.02,TR,1736874598
319,hecun,36.5333,114.1111,-2.49,23,0,0.18,CN,1736874600
320,flying fish cove,-10.4217,105.6791,24.82,88,47,2.06,CX,1736874601
321,yabelo,4.8833,38.0833,20.75,21,44,8.36,ET,1736874603
322,spearfish,44.4908,-103.8594,-0.96,78,100,5.14,US,1736874533
323,bereeda,11.8704,51.0579,23.74,68,45,7.12,SO,1736874607
324,galeana,24.8333,-100.0667,13.21,54,100,0.56,MX,1736874608
325,brezina,33.0989,1.2608,6.25,57,37,7.25,DZ,1736874609
326,gizo,-8.103,156.8419,27.88,77,42,2.53,SB,1736874612
327,raduzhny,62.0961,77.475,-9.17,96,100,4.2,RU,1736874614
328,bayji,34.9311,43.487,13.55,54,10,3.09,IQ,1736874615
329,embi,48.8264,58.1442,-9.59,96,100,1.42,KZ,1736874616
330,mead,47.7674,-117.3549,-0.93,87,100,1.54,US,1736874618
331,camayenne,9.535,-13.6878,27.71,63,47,5.69,GN,1736874619
332,ceska lipa,50.6855,14.5376,-1.1,88,97,1.45,CZ,1736874620
333,akureyri,65.6835,-18.0878,8.96,76,75,14.4,IS,1736874622
334,nantucket,41.2835,-70.0995,2.06,44,0,8.75,US,1736874623
335,homer,59.6425,-151.5483,0.94,72,75,0.0,US,1736874625
336,kalajoki,64.25,23.95,-1.56,88,16,5.91,FI,1736874626
337,kargasok,59.0556,80.8572,-7.78,93,99,4.0,RU,1736874627
338,imbituva,-25.23,-50.6044,28.55,35,8,1.95,BR,1736874630
339,altay,47.8667,88.1167,-12.58,45,1,3.94,CN,1736874639
340,santa isabel,-23.3156,-46.2214,22.61,55,70,2.7,BR,1736874640
341,susuman,62.7833,148.1667,-44.03,97,68,0.25,RU,1736874641
342,san fernando de apure,7.8878,-67.4724,34.39,32,45,4.35,VE,1736874642
343,chichimila,20.6167,-88.2167,27.03,53,62,1.38,MX,1736874644
344,happy valley-goose bay,53.3168,-60.3315,-6.57,79,100,0.94,CA,1736874645
345,belomorsk,64.5232,34.7668,-2.81,86,94,4.72,RU,1736874647
346,ebon,4.582,168.6964,27.86,73,93,9.58,MH,1736874648
347,kone,-21.0595,164.8658,23.21,90,95,1.6,NC,1736874571
348,port-gentil,-0.7193,8.7815,26.86,80,91,3.85,GA,1736874651
349,poronaysk,49.2167,143.1167,-10.1,91,100,5.01,RU,1736874652
350,pangai,-19.8,-174.35,25.47,71,7,2.7,TO,1736874654
351,alvand,36.3187,49.1678,-1.05,61,8,2.18,IR,1736874655
352,talcahuano,-36.7167,-73.1167,20.82,46,0,5.14,CL,1736874342
353,listowel,52.4464,-9.485,13.03,95,100,2.89,IE,1736874658
354,nuuk,64.1835,-51.7216,-13.66,78,20,6.17,GL,1736874659
355,tandalti,13.0167,31.8667,25.49,15,29,4.84,SD,1736874660
356,sirajganj,24.45,89.7167,17.93,55,0,3.73,BD,1736874662
357,taltal,-25.4,-70.4833,21.41,71,5,2.53,CL,1736874663
358,ouadda,8.0777,22.4007,26.65,21,87,2.27,CF,1736874665
359,palikir - national government center,6.9248,158.1611,27.41,78,100,5.66,FM,1736874666
360,trinity beach,-16.7888,145.6968,25.94,78,100,2.57,AU,1736874667
361,karlshamn,56.1706,14.8619,6.27,90,100,7.4,SE,1736874669
362,peace river,56.2501,-117.286,6.48,79,100,8.88,CA,1736874670
363,gumla,23.05,84.55,13.69,54,0,1.95,IN,1736874373
364,tukrah,32.5341,20.5791,15.41,59,92,1.33,LY,1736874673
365,sierra grande,-41.606,-65.3557,25.45,15,64,4.32,AR,1736874674
366,robertsport,6.7533,-11.3686,27.95,71,71,5.93,LR,1736874675
367,hammerfest,70.6634,23.6821,0.25,86,40,1.54,NO,1736874677
368,taunggyi,20.7833,97.0333,11.63,68,4,0.68,MM,1736874678
369,labrador city,52.9463,-66.9114,-15.05,85,75,0.0,CA,1736874679
370,kenai,60.5544,-151.2583,-1.95,82,0,6.17,US,1736874680
371,pingliang,35.5392,106.6861,-6.93,60,4,0.91,CN,1736874682
372,pathein,16.7833,94.7333,19.91,79,25,3.02,MM,1736874683
373,manali,13.1667,80.2667,26.65,83,32,4.49,IN,1736874685
374,ghormach,35.7306,63.7826,6.85,51,100,0.71,AF,1736874686
375,itoman,26.1247,127.6694,18.01,68,100,1.54,JP,1736874688
376,sidrolandia,-20.9319,-54.9614,34.88,27,34,1.48,BR,1736874558
377,kununurra,-15.7667,128.7333,25.99,94,96,2.57,AU,1736874690
378,ruteng,-8.6136,120.4721,18.32,96,100,0.62,ID,1736874691
379,ivano-frankivsk,48.9215,24.7097,-4.33,88,63,2.01,UA,1736874693
380,brokopondo,4.75,-55.1667,28.35,57,48,1.62,SR,1736874696
381,hotan,37.0997,79.9269,-4.35,36,33,1.63,CN,1736874697
382,vorgashor,67.5833,63.95,-9.5,96,100,3.49,RU,1736874698
383,huntsville,34.7304,-86.5861,4.66,51,0,1.54,US,1736874072
384,nikolayevsk-on-amure,53.1406,140.73,-23.71,99,100,1.26,RU,1736874701
385,westport,41.1415,-73.3579,0.44,43,2,7.6,US,1736874439
386,lockwood,45.8191,-108.4149,-0.06,59,20,3.6,US,1736874705
387,bolbec,49.5732,0.4734,3.1,88,5,1.42,FR,1736874706
388,pahrump,36.2083,-115.9839,4.03,33,0,1.17,US,1736874504
389,bizhbulyak,53.6967,54.2642,-11.86,100,100,3.46,RU,1736874709
390,sciacca,37.5082,13.0881,9.8,71,99,4.95,IT,1736874711
391,talara,-4.5772,-81.2719,30.42,48,0,5.14,PE,1736874712
392,manggar,-2.8833,108.2667,25.66,87,100,1.68,ID,1736874714
393,novoishimskiy,53.1981,66.7694,-8.1,81,100,5.71,KZ,1736874715
394,motueka,-41.1333,173.0167,15.61,93,100,1.69,NZ,1736874716
395,broome,42.2506,-75.833,-4.18,66,100,4.12,US,1736874718
396,tshabong,-26.05,22.45,33.4,20,86,2.42,BW,1736874719
397,juruti,-2.1522,-56.0922,33.19,43,83,1.41,BR,1736874721
398,manaure,11.7751,-72.4445,28.93,63,87,6.88,CO,1736874723
399,nushki,29.5542,66.0215,10.84,40,1,1.82,PK,1736874724
400,sikasso,10.9167,-7.0,34.62,10,43,1.56,ML,1736874726
401,turpan,42.9333,89.1667,-4.25,66,0,0.86,CN,1736874728
402,pacific grove,36.6177,-121.9166,10.79,80,0,1.54,US,1736874729
403,kiama,-34.6833,150.8667,22.54,92,29,1.29,AU,1736874730
404,sinop,41.7711,34.8709,1.07,100,100,1.15,TR,1736874583
405,shajiang,26.7825,119.9669,11.03,85,0,1.73,CN,1736874733
406,sao jose da coroa grande,-8.8978,-35.1478,27.9,76,100,6.0,BR,1736874539
407,lionel town,17.8101,-77.2406,30.33,48,66,1.66,JM,1736874737
408,togur,58.3631,82.8265,-7.91,94,100,3.56,RU,1736874738
409,mar del plata,-38.0023,-57.5575,32.01,40,0,5.66,AR,1736874298
410,shubarshi,48.5872,57.1869,-8.12,92,99,1.15,KZ,1736874741
411,cannonvale,-20.2833,148.7,25.66,80,98,5.13,AU,1736874743
412,dibba al-hisn,25.6196,56.2729,20.89,61,73,1.78,AE,1736874745
413,port de pollenca,39.9075,3.0814,9.84,66,11,6.55,ES,1736874746
414,nizhniy kuranakh,58.8353,125.4869,-38.79,100,86,1.51,RU,1736874747
415,ruidoso,33.3317,-105.673,0.08,74,0,2.06,US,1736874748
416,al kharijah,25.4514,30.5464,21.15,24,99,4.13,EG,1736874750
417,gubkinskiy,64.434,76.5026,-8.81,88,100,7.09,RU,1736874751
418,kirensk,57.7853,108.1119,-3.87,93,100,6.75,RU,1736874604
419,taoudenni,22.6783,-3.9836,21.25,18,0,6.58,ML,1736874754
420,tralee,52.2704,-9.7026,13.14,94,75,3.6,IE,1736874611
421,akjoujt,19.6969,-14.4164,29.38,6,0,2.8,MR,1736874756
422,nouadhibou,20.931,-17.0347,22.99,56,0,6.17,MR,1736874758
423,svatove,49.4103,38.1503,-2.57,76,39,5.33,UA,1736874518
424,port alfred,-33.5906,26.891,22.32,73,25,2.68,ZA,1736874560
425,barranca,-10.75,-77.7667,23.59,72,61,4.65,PE,1736874762
426,harrisburg,40.2737,-76.8844,-1.84,48,0,5.14,US,1736874311
427,tuburan,6.6439,122.2736,26.97,79,100,2.84,PH,1736874765
428,charikar,35.0136,69.1714,0.24,57,98,1.17,AF,1736874639
429,undurkhaan,47.3194,110.6556,-14.81,59,53,4.37,MN,1736874768
430,walvis bay,-22.9575,14.5053,19.14,74,4,9.06,NA,1736874769
431,rizokarpaso,35.6,34.375,16.7,68,3,3.93,CY,1736874770
432,tromso,69.6496,18.957,1.01,93,75,0.0,NO,1736874772
433,wotho,10.1657,166.0102,27.35,75,70,9.63,MH,1736874773
434,floro,61.5996,5.0328,6.98,100,75,3.6,NO,1736874774
435,correntina,-13.3433,-44.6367,23.46,87,95,4.47,BR,1736874776
436,sao felix do xingu,-6.6447,-51.995,28.78,70,95,1.52,BR,1736874777
437,praia da vitoria,38.7333,-27.0667,17.28,90,100,9.83,PT,1736874779
438,tofol,5.3248,163.0078,27.18,82,30,8.44,FM,1736874782
439,ma'rib,15.4591,45.3253,18.03,36,4,1.8,YE,1736874783
440,altai,46.3722,96.2583,-13.97,27,0,1.4,MN,1736874785
441,paoua,7.2427,16.4406,28.26,19,89,1.55,CF,1736874787
442,woolgoolga,-30.1106,153.2007,23.93,96,31,2.99,AU,1736874788
443,kharp,66.8014,65.8081,-10.2,93,100,0.8,RU,1736874790
444,kiffa,16.6166,-11.4045,31.91,9,0,3.06,MR,1736874793
445,esquel,-42.9,-71.3167,18.73,30,0,3.76,AR,1736874512
446,mossel bay,-34.1831,22.146,19.27,75,26,11.01,ZA,1736874796
447,hassa,36.7994,36.5178,10.99,77,100,1.15,TR,1736874798
448,vernon,50.2581,-119.2691,-0.6,80,99,1.34,CA,1736874553
449,linxia chengguanzhen,35.6003,103.2064,-9.51,67,4,1.1,CN,1736874800
450,along,28.1667,94.7667,7.58,83,0,0.38,IN,1736874802
451,saynshand,44.8824,110.1163,-12.85,53,6,6.23,MN,1736874804
452,qinggang,46.6833,126.0833,-25.67,99,13,2.94,CN,1736874805
453,baiyin,36.5583,104.2081,-8.85,68,5,0.61,CN,1736874806
454,bardai,11.65,7.2333,28.03,15,51,4.12,NG,1736874808
455,igrim,63.1906,64.4162,-9.75,94,83,3.2,RU,1736874809
456,sao miguel do araguaia,-13.275,-50.1628,23.63,92,100,4.17,BR,1736874811
457,dunedin,-45.8742,170.5036,10.82,77,65,3.27,NZ,1736874812
458,iowa park,33.9515,-98.6687,7.75,53,0,4.63,US,1736874814
459,danane,7.2596,-8.155,34.91,23,55,1.55,CI,1736874817
460,moree,-29.4667,149.85,25.93,61,23,7.57,AU,1736874818
461,yulinshi,38.2906,109.7494,-9.97,34,0,2.57,CN,1736874820
462,san sebastian de la gomera,28.0916,-17.1133,21.2,64,20,4.12,ES,1736874821
463,warman,52.3168,-106.5679,-16.17,84,84,2.57,CA,1736874702
464,christchurch,-43.5333,172.6333,12.73,79,100,2.57,NZ,1736874363
465,upper hutt,-41.1383,175.0502,13.62,98,40,1.08,NZ,1736874826
466,wenshang,35.7275,116.4961,-4.05,26,0,3.02,CN,1736874828
467,port douglas,-16.4833,145.4667,26.16,69,86,1.81,AU,1736874830
468,gillette,44.2911,-105.5022,-2.19,79,100,7.2,US,1736874761
469,tambopata,-12.7333,-69.1833,25.94,89,75,2.06,PE,1736874835
470,powell river,49.8496,-124.5361,4.19,77,68,1.18,CA,1736874836
471,george town,5.4112,100.3354,27.96,61,20,5.14,MY,1736874838
472,gamba,-2.65,10.0,25.92,83,74,2.78,GA,1736874839
473,guaranda,-1.6,-79.0,14.91,93,100,3.56,EC,1736874841
474,huai'an,33.5886,119.0192,0.04,31,78,5.18,CN,1736874844
475,mbeni,-11.5014,43.3775,24.79,78,80,6.78,KM,1736874845
476,el calafate,-50.3408,-72.2768,13.2,45,90,6.18,AR,1736874848
477,fada,7.25,4.0667,33.9,24,30,1.91,NG,1736874850
478,murghob,38.1702,73.9667,-28.52,82,67,1.43,TJ,1736874851
479,hirara,24.8,125.2833,20.19,64,86,3.74,JP,1736874853
480,gebeit,21.0667,36.3167,20.04,75,77,6.16,SD,1736874854
481,carnarvon,-24.8667,113.6333,24.27,70,34,12.87,AU,1736874856
482,patong,7.8961,98.2966,24.08,77,58,4.84,TH,1736874857
483,chegdomyn,51.1167,133.0167,-22.04,100,100,0.39,RU,1736874859
484,yanykurgan,43.915,67.2481,-1.15,62,0,3.0,KZ,1736874861
485,new norfolk,-42.7826,147.0587,12.84,100,100,0.91,AU,1736874862
486,at taj,24.2049,23.2857,18.01,21,100,2.32,LY,1736874864
487,sotik post,-0.7813,35.3416,15.17,47,99,2.19,KE,1736874865
488,faya-largeau,17.9257,19.1043,23.08,12,70,4.81,TD,1736874867
489,pilar,-9.5972,-35.9567,23.96,65,100,4.22,BR,1736874868
490,wuchuan,21.4571,110.7659,17.31,63,83,2.55,CN,1736874870
491,buulobarde,3.8538,45.5674,26.1,50,27,7.54,SO,1736874871
492,korsakov,46.6328,142.7813,-2.04,83,100,5.05,RU,1736874872
493,magadan,59.5667,150.8,-23.88,77,4,3.34,RU,1736874874
494,hobyo,5.3505,48.5268,24.31,77,68,10.25,SO,1736874875
495,vryburg,-26.9566,24.7284,29.65,30,65,5.16,ZA,1736874877
496,buta,2.7858,24.73,28.41,30,98,1.05,CD,1736874880
497,sangmelima,2.9333,11.9833,28.45,36,100,0.58,CM,1736874881
498,mutuali,-14.8706,37.0044,23.94,82,100,0.44,MZ,1736874884
499,crozet,38.0696,-78.7006,2.41,34,1,0.89,US,1736874885
500,cadiz,36.5,-5.75,11.03,66,26,3.31,ES,1736874887
501,nizamabad,18.6667,78.1167,22.1,48,88,2.99,IN,1736874888
502,tobol'sk,58.2,68.2667,-4.41,89,100,4.72,RU,1736874890
503,road town,18.4167,-64.6167,27.02,74,75,5.14,VG,1736874773
504,elliot lake,46.3834,-82.6331,-8.98,79,100,3.03,CA,1736874833
505,prince rupert,54.3161,-130.3201,8.05,93,100,4.12,CA,1736874896
506,rio gallegos,-51.6226,-69.2181,16.03,36,20,2.57,AR,1736874724
507,termas de rio hondo,-27.4998,-64.8604,34.93,27,2,0.62,AR,1736874899
508,guerrero negro,27.9769,-114.0611,13.9,35,2,0.47,MX,1736874645
509,kuanda,56.3161,116.0806,-23.91,97,99,1.49,RU,1736874902
510,kalabo,-14.97,22.6814,22.4,88,100,3.43,ZM,1736874904
511,hastings,50.8552,0.5729,8.21,51,37,4.04,GB,1736874905
512,al jahra',29.3375,47.6581,15.33,40,2,4.37,KW,1736874906
513,karratha,-20.7377,116.8463,26.23,76,100,2.46,AU,1736874907
514,kailua-kona,19.6406,-155.9956,22.0,81,20,2.57,US,1736874609
515,kidal,18.4411,1.4078,26.89,8,100,2.1,ML,1736874910
516,kerman,30.2832,57.0788,6.04,41,51,3.84,IR,1736874713
517,balqash,46.8481,74.995,-11.36,82,3,4.74,KZ,1736874913
518,tamanrasset,22.785,5.5228,16.95,20,40,4.63,DZ,1736874915
519,inari,68.906,27.0288,-12.75,98,51,1.58,FI,1736874916
520,san felipe,10.3399,-68.7425,29.03,52,89,3.93,VE,1736874771
521,cambria,35.5641,-121.0808,11.7,45,1,2.31,US,1736874919
522,sinabang,2.4803,96.3801,26.52,77,93,1.08,ID,1736874920
523,papao,-17.75,-149.55,23.82,87,100,11.16,PF,1736874922
524,bryne,58.7354,5.6477,8.3,98,75,6.69,NO,1736874923
525,betio village,1.358,172.9211,27.02,78,68,7.41,KI,1736874925
526,porto novo,6.4965,2.6036,28.66,63,14,4.94,BJ,1736874927
527,yaren,-0.5472,166.916,27.5,81,41,7.05,NR,1736874928
528,griffith,41.5284,-87.4237,-8.58,68,40,7.72,US,1736874805
529,ocean shores,46.9737,-124.1563,3.86,93,100,3.09,US,1736874932
530,lazaro cardenas,17.9583,-102.2,29.09,50,22,0.36,MX,1736874934
531,elmali,36.7358,29.9177,7.76,81,73,1.89,TR,1736874935
532,kyakhta,50.3508,106.4494,-24.32,94,58,1.83,RU,1736874936
533,laurel,39.0993,-76.8483,-0.54,42,0,6.17,US,1736874717
534,sona,45.4388,10.8255,2.51,71,0,2.06,IT,1736874939
535,eyl,7.9803,49.8164,23.44,69,61,10.78,SO,1736874940
536,zhanaozen,43.3,52.8,2.33,89,65,4.19,KZ,1736874941
537,white rock,49.0164,-122.8026,2.9,96,100,0.45,CA,1736874705
538,takayama,36.1333,137.25,-0.03,98,97,1.99,JP,1736874944
539,gadzhiyevo,69.2551,33.3362,-0.01,60,100,7.78,RU,1736874946
540,nuku'alofa,-21.1333,-175.2,24.85,74,11,4.37,TO,1736874947
541,hono,57.6897,11.6497,6.76,83,40,11.35,SE,1736874948
542,markovo,57.3206,107.0881,-3.75,90,100,7.32,RU,1736874950
543,soto la marina,23.7667,-98.2167,16.47,38,99,2.62,MX,1736874951
544,porto franco,-6.3383,-47.3992,22.57,97,100,2.31,BR,1736874953
545,revda,56.801,59.9303,-5.99,89,100,5.07,RU,1736874822
546,lerwick,60.1545,-1.1494,8.4,94,79,6.27,GB,1736874956
547,zarnesti,45.3,26.8667,-2.76,67,2,1.66,RO,1736874958
548,lompoc,34.6391,-120.4579,13.85,70,0,1.16,US,1736874959
549,saint-philippe,-21.3585,55.7679,26.79,79,25,4.61,RE,1736874961
550,asmar,35.0333,71.3581,3.82,34,100,4.03,AF,1736874962
551,belgrade,44.804,20.4651,-1.48,86,75,1.54,RS,1736874834
552,manokwari,-0.8667,134.0833,25.9,80,96,1.75,ID,1736874965
553,sechura,-5.5569,-80.8222,27.3,57,98,2.02,PE,1736874966
554,cestos city,5.46,-9.5828,28.82,67,60,5.37,LR,1736874969
555,coahuayana de hidalgo,18.7,-103.6583,29.83,53,86,1.03,MX,1736874971
556,renqiu,38.6989,116.0936,-6.22,29,0,1.16,CN,1736874972
557,hithadhoo,-0.6,73.0833,27.64,71,42,6.44,MV,1736874974
558,bamboo flat,11.7,92.7167,25.33,71,99,5.38,IN,1736874975
559,miches,18.9836,-69.0476,25.98,70,81,5.2,DO,1736874973
560,illizi,26.4833,8.4667,12.63,30,0,3.64,DZ,1736874979
561,tumbes,-3.5667,-80.4414,29.97,62,40,1.54,PE,1736874980
562,alo,6.5486,4.2686,27.95,69,52,5.16,NG,1736874981
563,sarykemer,43.0,71.5,-0.29,34,5,2.52,KZ,1736874983
564,nadi,-17.8,177.4167,22.0,83,20,2.06,FJ,1736874984
565,tirebolu,41.0069,38.8139,7.83,91,100,2.41,TR,1736874986
566,waingapu,-9.6567,120.2641,25.94,85,100,2.86,ID,1736874987
567,anloga,5.7947,0.8973,28.22,75,52,6.47,GH,1736874989
568,adrar,20.5022,-10.0711,25.93,10,0,2.79,MR,1736874990
569,sucre,-19.0333,-65.2627,19.04,50,17,4.92,BO,1736874992
570,navasota,30.388,-96.0877,10.21,52,100,3.15,US,1736874931
571,ingeniero jacobacci,-41.3427,-69.5448,23.7,8,99,8.55,AR,1736874994
572,pukekohe east,-37.2,174.95,16.25,100,33,0.41,NZ,1736874995
573,middelburg,-25.7751,29.4648,20.02,73,87,2.22,ZA,1736874997
574,kukawa,12.9234,13.5606,21.87,29,60,3.4,NG,1736874999
575,tarko-sale,64.9225,77.785,-9.44,88,100,6.42,RU,1736875000
576,fort st. john,56.2499,-120.8529,4.99,75,100,9.93,CA,1736874898
577,san martin,-33.081,-68.4681,35.33,18,3,3.75,AR,1736875005
578,manismata,-2.4667,111.0333,23.09,99,100,1.18,ID,1736875006
579,robore,-18.3333,-59.75,38.35,30,21,0.45,BO,1736875008
580,mir bachah kot,34.75,69.119,1.14,66,100,1.11,AF,1736875009
581,cromer,52.9312,1.2989,8.71,87,74,4.02,GB,1736875011
582,brooks,50.5834,-111.8851,-3.31,73,16,3.61,CA,1736875012
583,male,4.1748,73.5089,25.72,82,100,3.44,MV,1736875014
584,dryden,49.7833,-92.7503,-19.9,90,28,2.03,CA,1736875015
585,kolwezi,-10.7148,25.4667,18.07,96,100,2.89,CD,1736875018
586,mata-utu,-13.2816,-176.1745,26.87,66,97,3.05,WF,1736875020
587,olyokminsk,60.3736,120.4264,-24.81,98,99,1.9,RU,1736875023
588,kramfors,62.9316,17.7765,2.89,87,0,3.09,SE,1736875024
589,ekibastuz,51.6667,75.3667,-8.51,78,10,3.64,KZ,1736875025
590,al mishkhab,31.8042,44.4911,14.06,47,10,3.42,IQ,1736875027
591,kurumkan,54.3,110.3,-17.83,97,63,1.55,RU,1736875028
592,kill devil hills,36.0307,-75.676,4.99,67,0,2.57,US,1736875029
593,grand-bassam,5.2118,-3.7388,30.98,73,50,5.28,CI,1736875031
